"Site","DxG_block","paddock","genus_species","species_code","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","flower_heads","open_flowers","percent_green","lifespan","growth_form","photosynthetic_pathway","Date","Season","people","comments","leaf_thickness_.mm.","wet_leaf_weight_g","date_lab","people_lab","comments_lab","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Total.Area","NOTES","ID"
"TB",2,"HG","Lithospermum_incisum","LIIN",6.8,2,12,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 water",0.25,"0.0101","5/28/22","KB_KVL","","0.0409","0.0019",0.346,"","LIIN_TB_2_HG"
"TB",3,"LG","Lithospermum_incisum","LIIN",9.9,3,23,0,0,0,85,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.0124","5/29/22","KB_KVL","","0.0713","0.0025",0.497,"","LIIN_TB_3_LG"
"TB",3,"MG","Lithospermum_incisum","LIIN",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","LIIN_TB_3_MG"
"TB",3,"HG","Lithospermum_incisum","LIIN",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"LG","Lithospermum_incisum","LIIN",11.3,20,22,1,5,2,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","Plant from B1 water",0.54,"0.0503","5/30/22","KB_KVL","","0.2819","0.0122",1.215,"","LIIN_FK_1_LG"
"FK",1,"MG","Lithospermum_incisum","LIIN",9.3,3,18,1,1,0,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.49,"0.0247","5/30/22","KB_KVL","","0.0841","0.0057",0.787,"","LIIN_FK_1_MG"
"FK",1,"HG","Lithospermum_incisum","LIIN",5.7,2,17,2,0,0,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.35,"0.0194","6/1/22","KB_KVL","","0.0561","0.0047",0.618,"found","LIIN_FK_1_HG"
"FK",2,"LG","Lithospermum_incisum","LIIN",11.1,9,20,0,1,0,97,"perennial","forb","C3","5/31/22","Early","KB_KVL","Plant from B1 water",0.54,"0.0286","6/1/22","KB_KVL","","0.1511","0.0074",0.842,"","LIIN_FK_2_LG"
"FK",2,"MG","Lithospermum_incisum","LIIN",7.4,19,20,1,1,0,97,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.46,"0.0132","6/1/22","KB_KVL","","0.1133","0.0033",NA,"NOT COLLECTED","LIIN_FK_2_MG"
"FK",2,"HG","Lithospermum_incisum","LIIN",8.8,7,16,0,3,0,95,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.57,"0.0382","6/1/22","KB_KVL","","0.1513","0.0073",1.066,"","LIIN_FK_2_HG"
"FK",3,"LG","Lithospermum_incisum","LIIN",4.4,3,7,0,0,0,100,"perennial","forb","C3","6/1/22","Early","KB_KVL","Plant from B3HG",0.36,"0.0746","6/1/22","KB_KVL","","0.0474","0.0121",1.69,"","LIIN_FK_3_LG"
"FK",3,"MG","Lithospermum_incisum","LIIN",9.8,1,4,0,0,0,99,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.58,"0.1599","6/1/22","KB_KVL","LIPU - change on all things","0.0623","0.0369",3.299,"","LIIN_FK_3_MG"
"FK",3,"HG","Lithospermum_incisum","LIIN",7.1,4,7,0,0,0,99,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.64,"0.1174","6/2/22","KB_KVL","","0.035","0.0253",2.39,"","LIIN_FK_3_HG"
"FK",1,"LG","Liatris_punctata","LIPU",12.5,9,12,2,1,0,97,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.5,"0.1282","5/30/22","KB_KVL","","0.2143","0.0245",2.823,"FOUND, fk-1-lg-22","LIPU_FK_1_LG"
"FK",1,"MG","Liatris_punctata","LIPU",14.3,14,20,12,2,0,80,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.49,"0.0308","5/30/22","KB_KVL","","0.4262","0.0079",0.717,"","LIPU_FK_1_MG"
"FK",1,"HG","Liatris_punctata","LIPU",9.6,3,15,1,0,0,90,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.39,"0.1263","6/1/22","KB_KVL","","0.2091","0.0214",NA,NA,NA
"FK",2,"LG","Liatris_punctata","LIPU",12.3,3,10,0,1,0,95,"perennial","forb","C3","5/31/22","Early","KB_KVL","Plant from B3MG",0.54,"0.2398","6/1/22","KB_KVL","","0.1881","0.0389",5.496,"","LIPU_FK_2_LG"
"FK",2,"MG","Liatris_punctata","LIPU",7.4,3,16,0,1,0,97,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.5,"0.0533","6/1/22","KB_KVL","another LIIN - changed on datasheet and scanned data","0.098","0.0099",1.537,"","LIPU_FK_2_MG"
"FK",2,"HG","Liatris_punctata","LIPU",8.5,8,21,0,1,0,98,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.53,"0.1115","6/1/22","KB_KVL","","0.2893","0.0226",2.367,"","LIPU_FK_2_HG"
"FK",3,"LG","Liatris_punctata","LIPU",7.8,7,11,0,1,0,100,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.26,"0.0783","6/1/22","KB_KVL","","0.1596","0.0169",1.933,"","LIPU_FK_3_LG"
"FK",3,"MG","Liatris_punctata","LIPU",11.1,1,4,0,0,0,99,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.43,"0.168","6/1/22","KB_KVL","","0.0341","0.0285",3.693,"found, fk-3,mg-22","LIPU_FK_3_MG"
"FK",3,"HG","Liatris_punctata","LIPU",9.4,4,6,0,0,0,100,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.55,"0.1014","6/2/22","KB_KVL","","0.067","0.0192",2.367,"","LIPU_FK_3_HG"
"FK",1,"LG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"MG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"HG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/30/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"LG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"MG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"HG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"LG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"MG","Linum_rigidum","LIRI",11.3,7,26,3,4,0,97,"","","","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"HG","Linum_rigidum","LIRI",NA,NA,NA,NA,NA,NA,NA,"","","","6/1/22","Early","KB_KVL","",NA,"","6/2/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Logfia_arvensis","LOAR",3.9,2,30,7,0,0,95,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.3,"0.0015","5/28/22","KB_KVL","","0.0149","1e-05",0.114,"","LOAR_TB_1_LG"
"TB",1,"MG","Logfia_arvensis","LOAR",7.9,5,38,2,1,0,97,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.35,"0.0441","5/28/22","KB_KVL","","0.042","1e-05",0.276,"","LOAR_TB_1_MG"
"TB",1,"HG","Logfia_arvensis","LOAR",5.3,6,28,3,1,0,97,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0049","5/28/22","KB_KVL","","0.0297","0.0007",0.325,"","LOAR_TB_1_HG"
"TB",2,"LG","Logfia_arvensis","LOAR",3,7,24,0,1,0,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.4,"0.0056","5/28/22","KB_KVL","","0.0261","0.0010",0.327,"","LOAR_TB_2_LG"
"TB",2,"MG","Logfia_arvensis","LOAR",6.9,6,53,0,0,0,99,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.53,"0.0069","5/28/22","KB_KVL","","0.0884","0.0005",0.382,"","LOAR_TB_2_MG"
"TB",2,"HG","Logfia_arvensis","LOAR",3.1,3,13,0,0,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.006","5/29/22","KB_KVL","","0.0229","0.0012",0.311,"","LOAR_TB_2_HG"
"TB",3,"LG","Logfia_arvensis","LOAR",2.3,0,21,0,1,0,99,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.33,"0.0009","5/29/22","KB_KVL","","0.0051","1e-05",0.064,"","LOAR_TB_3_LG"
"TB",3,"MG","Logfia_arvensis","LOAR",5.7,0,32,0,1,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.45,"0.0041","5/29/22","KB_KVL","","0.0355","0.0005",0.287,"","LOAR_TB_3_MG"
"TB",3,"HG","Logfia_arvensis","LOAR",13.8,1,48,0,1,0,99,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.33,"0.0036","5/29/22","KB_KVL","","0.1096","0.0016",0.236,"","LOAR_TB_3_HG"
"FK",1,"LG","Logfia_arvensis","LOAR",4.9,5,20,2,1,0,98,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.37,"0.001","5/30/22","KB_KVL","","0.0075","1e-05",0.088,"","LOAR_FK_1_LG"
"FK",1,"MG","Logfia_arvensis","LOAR",3.7,2,29,1,1,0,98,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.42,"0.0014","5/30/22","KB_KVL","","0.009","1e-05",0.093,"","LOAR_FK_1_MG"
"FK",1,"HG","Logfia_arvensis","LOAR",2.8,4,18,1,1,0,98,"annual","forb","C3","5/30/22","Early","KB_KVL","",0.27,"0.0005","6/1/22","KB_KVL","","0.0043",NA,0.054,"found","LOAR_FK_1_HG"
"FK",2,"LG","Logfia_arvensis","LOAR",3.5,3,17,1,1,0,99,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.52,"0.0008","6/1/22","KB_KVL","on scanned sheet, LOAR is under B1HG ROSE on scanned sheet","0.0056","1e-05",0.074,"found, literally under B1-HG-Pose","LOAR_FK_2_LG"
"FK",2,"MG","Logfia_arvensis","LOAR",5.3,3,23,4,1,0,97,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.32,"0.0011","6/1/22","KB_KVL","","0.0092","1e-05",0.058,"","LOAR_FK_2_MG"
"FK",2,"HG","Logfia_arvensis","LOAR",5.5,2,22,4,1,0,95,"annual","forb","C3","5/31/22","Early","KB_KVL","",0.38,"0.0015","6/1/22","KB_KVL","","0.0072","1e-05",0.112,"","LOAR_FK_2_HG"
"FK",3,"LG","Logfia_arvensis","LOAR",5.5,3,26,1,1,0,98,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.52,"0.0038","6/1/22","KB_KVL","","0.0158","0.0005",0.197,"","LOAR_FK_3_LG"
"FK",3,"MG","Logfia_arvensis","LOAR",4.7,5,13,2,1,0,90,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.48,"0.0013","6/1/22","KB_KVL","","0.0105","0.0003",0.112,"","LOAR_FK_3_MG"
"FK",3,"HG","Logfia_arvensis","LOAR",4.5,3,19,4,1,0,80,"annual","forb","C3","6/1/22","Early","KB_KVL","",0.36,"0.0012","6/2/22","KB_KVL","","0.0059","1e-05",0.076,"","LOAR_FK_3_HG"
"TB",1,"LG","Lomatium_foeniculaceum","LOFO",1.9,1,4,0,0,0,99,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.61,"0.0229","5/28/22","KB_KVL","","0.0158","0.0057",0.639,"","LOFO_TB_1_LG"
"TB",1,"MG","Lomatium_foeniculaceum","LOFO",5.6,5,7,0,0,2,97,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","1 dead flower",0.36,"0.0053","5/28/22","KB_KVL","","0.38","0.0015",0.274,"","LOFO_TB_1_MG"
"TB",1,"HG","Lomatium_foeniculaceum","LOFO",5.8,13,0,0,0,6,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.32,"0.0116","5/28/22","KB_KVL","","0.0555","0.0016",0.439,"","LOFO_TB_1_HG"
"TB",2,"LG","Lomatium_foeniculaceum","LOFO",2.6,1,4,0,0,0,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.67,"0.0267","5/28/22","KB_KVL","","0.1123","0.0063",0.68,"","LOFO_TB_2_LG"
"TB",2,"MG","Lomatium_foeniculaceum","LOFO",3.3,10,7,3,0,3,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.47,"0.0752","5/28/22","KB_KVL","","0.2293","0.0164",2.493,"","LOFO_TB_2_MG"
"TB",2,"HG","Lomatium_foeniculaceum","LOFO",2.3,0,6,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.57,"0.025","5/29/22","KB_KVL","","0.0682",NA,0.838,"","LOFO_TB_2_HG"
"TB",3,"LG","Lomatium_foeniculaceum","LOFO",4.4,0,5,0,0,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.5,"0.035","5/29/22","KB_KVL","","0.0354","0.0085",1.48,"","LOFO_TB_3_LG"
"TB",3,"MG","Lomatium_foeniculaceum","LOFO",6.2,0,58,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.42,"0.1402","5/29/22","KB_KVL","","0.0734","0.03",4.275,"","LOFO_TB_3_MG"
"TB",3,"HG","Lomatium_foeniculaceum","LOFO",4.8,0,47,0,1,0,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3LG",0.32,"0.051","5/29/22","KB_KVL","","0.252","0.0094",1.939,"","LOFO_TB_3_HG"
"FK",1,"LG","Lydogesmia_juncea","LYJU",11.9,14,10,0,8,0,99,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.53,"0.0184","5/30/22","KB_KVL","","0.139","0.0037",0.544,"","LYJU_FK_1_LG"
"FK",1,"MG","Lydogesmia_juncea","LYJU",15.3,24,14,0,10,0,87,"perennial","forb","C3","5/30/22","Early","KB_KVL","Plant from B1LG",0.39,"0.0067","5/30/22","KB_KVL","","0.2006","0.0022",0.247,"","LYJU_FK_1_MG"
"FK",1,"HG","Lydogesmia_juncea","LYJU",17.2,4,10,1,4,0,97,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.43,"0.025","6/1/22","KB_KVL","","0.1897","0.0044",0.699,"found","LYJU_FK_1_HG"
"FK",2,"LG","Lydogesmia_juncea","LYJU",12.2,9,13,0,4,0,95,"perennial","forb","C3","5/31/22","Early","KB_KVL","Plant from B1LG",0.56,"0.0088","6/1/22","KB_KVL","","0.0939","0.0025",0.291,"found","LYJU_FK_2_LG"
"FK",2,"MG","Lydogesmia_juncea","LYJU",12.1,6,17,0,6,0,97,"perennial","forb","C3","5/31/22","Early","KB_KVL","Plant from B2HG",0.55,"0.0202","6/1/22","KB_KVL","","0.175","0.0045",0.544,"","LYJU_FK_2_MG"
"FK",2,"HG","Lydogesmia_juncea","LYJU",14.1,10,12,1,6,0,99,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.37,"0..0233","6/1/22","KB_KVL","","0.328","0.005",0.726,"","LYJU_FK_2_HG"
"FK",3,"LG","Lydogesmia_juncea","LYJU",16,8,12,1,5,0,75,"perennial","forb","C3","6/1/22","Early","KB_KVL","Plant from B1LG",0.59,"0.0123","6/1/22","KB_KVL","","0.1353","0.0033",0.421,"","LYJU_FK_3_LG"
"FK",3,"MG","Lydogesmia_juncea","LYJU",19.4,34,57,5,22,0,90,"perennial","forb","C3","6/1/22","Early","KB_KVL","Plant from B1LG",0.48,"0.024","6/1/22","KB_KVL","","0.6015","0.006",0.585,"","LYJU_FK_3_MG"
"FK",3,"HG","Lydogesmia_juncea","LYJU",15.8,38,12,2,6,0,55,"perennial","forb","C3","6/1/22","Early","KB_KVL","Plant from B1LG",0.44,"0.0144","6/2/22","KB_KVL","","0.2251","0.0041",0.478,"","LYJU_FK_3_HG"
"TB",1,"LG","Musineon_divaricatum","MUDI",6.8,0,7,0,0,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.63,"0.0278","5/28/22","KB_KVL","","0.0499","0.0043",0.686,"","MUDI_TB_1_LG"
"TB",1,"MG","Musineon_divaricatum","MUDI",1.5,0,7,0,0,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.57,"0.0192","5/28/22","KB_KVL","","0.0363","0.0045",0.506,"","MUDI_TB_1_MG"
"TB",1,"HG","Musineon_divaricatum","MUDI",2.7,0,7,0,0,0,85,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0272","5/28/22","KB_KVL","","0.0466","0.0045",0.831,"","MUDI_TB_1_HG"
"TB",2,"LG","Musineon_divaricatum","MUDI",5.2,0,2,0,0,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.39,"0.0213","5/28/22","KB_KVL","","0.043",NA,0.62,"","MUDI_TB_2_LG"
"TB",2,"MG","Musineon_divaricatum","MUDI",2,0,14,0,0,0,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.45,"0.0312","5/28/22","KB_KVL","","0.0612","0.0054",0.833,"","MUDI_TB_2_MG"
"TB",2,"HG","Musineon_divaricatum","MUDI",5.2,2,13,0,0,2,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","1 dead flower",0.3,"0.0414","5/29/22","KB_KVL","","0.2874","0.0088",1.687,"","MUDI_TB_2_HG"
"TB",2,"HG","Musineon_divaricatum","MUDI",5.2,2,13,0,0,2,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","1 dead flower",0.3,"0.0414","5/29/22","KB_KVL","","0.2874","0.0084",1.687,"","MUDI_TB_2_HG"
"TB",2,"HG","Musineon_divaricatum","MUDI",5.2,2,13,0,0,2,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","1 dead flower",0.3,"0.0414","5/29/22","KB_KVL","","0.2869","0.0088",1.687,"","MUDI_TB_2_HG"
"TB",2,"HG","Musineon_divaricatum","MUDI",5.2,2,13,0,0,2,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","1 dead flower",0.3,"0.0414","5/29/22","KB_KVL","","0.2869","0.0084",1.687,"","MUDI_TB_2_HG"
"TB",3,"LG","Musineon_divaricatum","MUDI",7.3,1,14,0,0,4,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","bag was not MUDI - change to PIOP",NA,NA,NA,NA,NA
"TB",3,"MG","Musineon_divaricatum","MUDI",9.6,0,53,0,6,3,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.1033","5/29/22","KB_KVL","","0.5978","0.0227",3.99,"","MUDI_TB_3_MG"
"TB",3,"HG","Musineon_divaricatum","MUDI",5.9,1,75,0,1,3,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.23,"0.0379","5/29/22","KB_KVL","","0.3398","0.0079",1.68,"","MUDI_TB_3_HG"
"TB",1,"LG","Nassella_viridula","NAVI",24,1,2,0,0,0,70,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","plant from B3 water",0.39,"0.0651","5/28/22","KB_KVL","","0.0393","0.0214",2.536,"","NAVI_TB_1_LG"
"TB",1,"MG","Nassella_viridula","NAVI",29.2,1,2,0,0,0,85,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","Plant from B3water",0.25,"0.0715","5/28/22","KB_KVL","","0.0373","0.026",3,"","NAVI_TB_1_MG"
"TB",1,"HG","Nassella_viridula","NAVI",28.1,1,3,0,0,0,60,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","Plant from B3MG",0.21,"0.0711","5/28/22","KB_KVL","","0.1435","0.0266",3.014,"","NAVI_TB_1_HG"
"TB",2,"LG","Nassella_viridula","NAVI",22,1,3,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.23,"0.087","5/28/22","KB_KVL","","0.0497","0.0319",3.669,"","NAVI_TB_2_LG"
"TB",2,"MG","Nassella_viridula","NAVI",23.1,1,3,1,0,0,80,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.22,"0.062","5/28/22","KB_KVL","","0.1259","0.0206",NA,NA,NA
"TB",2,"HG","Nassella_viridula","NAVI",19.6,1,2,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.25,"0.0395","5/29/22","KB_KVL","","0.0266","0.0142",2.374,"","NAVI_TB_2_HG"
"TB",2,"HG","Nassella_viridula","NAVI",19.6,1,2,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.25,"0.0395","5/29/22","KB_KVL","","0.0266","0.0136",2.374,"","NAVI_TB_2_HG"
"TB",2,"HG","Nassella_viridula","NAVI",19.6,1,2,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.25,"0.0395","5/29/22","KB_KVL","","0.0272","0.0142",2.374,"","NAVI_TB_2_HG"
"TB",2,"HG","Nassella_viridula","NAVI",19.6,1,2,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.25,"0.0395","5/29/22","KB_KVL","","0.0272","0.0136",2.374,"","NAVI_TB_2_HG"
"TB",3,"LG","Nassella_viridula","NAVI",28.7,1,2,0,0,0,80,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.24,"0.0945","5/29/22","KB_KVL","","0.0652","0.0359",5.666,"","NAVI_TB_3_LG"
"TB",3,"MG","Nassella_viridula","NAVI",20.5,1,2,0,0,0,65,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.25,"0.0705","5/29/22","KB_KVL","","0.0429","0.03",4.695,"","NAVI_TB_3_MG"
"TB",3,"HG","Nassella_viridula","NAVI",21.4,1,1,1,0,0,60,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.22,"0.0745","5/29/22","KB_KVL","","0.0399","0.0215",3.51,"","NAVI_TB_3_HG"
"TB",1,"LG","Nothocalais_cuspidate","NOCU",9.1,0,21,3,0,0,87,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.54,"0.1993","5/28/22","KB_KVL","","0.7885","0.0322",5.598,"","NOCU_TB_1_LG"
"TB",1,"MG","Nothocalais_cuspidate","NOCU",8.1,1,18,1,0,0,85,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.54,"0.4226","5/28/22","KB_KVL","","0.681","0.0608",9.054,"","NOCU_TB_1_MG"
"TB",1,"HG","Nothocalais_cuspidate","NOCU",11,3,10,0,1,0,90,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.38,"0.3936","5/28/22","KB_KVL","","0.6153","0.0653",9.739,"","NOCU_TB_1_HG"
"TB",2,"LG","Nothocalais_cuspidate","NOCU",13.4,14,12,0,0,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.45,"0.2382","5/28/22","KB_KVL","","0.452","0.0341",6.327,"","NOCU_TB_2_LG"
"TB",2,"MG","Nothocalais_cuspidate","NOCU",7.4,0,8,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.69,"0.3407","5/28/22","KB_KVL","","0.1994","0.0495",7.87,"","NOCU_TB_2_MG"
"TB",2,"HG","Nothocalais_cuspidate","NOCU",6.5,0,8,0,0,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.76,"0.1885","5/29/22","KB_KVL","","0.1769","0.0255",4.776,"","NOCU_TB_2_HG"
"TB",2,"HG","Nothocalais_cuspidate","NOCU",6.5,0,8,0,0,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.76,"0.1885","5/29/22","KB_KVL","","0.1769","0.0245",4.776,"","NOCU_TB_2_HG"
"TB",2,"HG","Nothocalais_cuspidate","NOCU",6.5,0,8,0,0,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.76,"0.1885","5/29/22","KB_KVL","","0.1742","0.0255",4.776,"","NOCU_TB_2_HG"
"TB",2,"HG","Nothocalais_cuspidate","NOCU",6.5,0,8,0,0,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.76,"0.1885","5/29/22","KB_KVL","","0.1742","0.0245",4.776,"","NOCU_TB_2_HG"
"TB",3,"LG","Nothocalais_cuspidate","NOCU",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","NOCU_TB_3_LG"
"TB",3,"MG","Nothocalais_cuspidate","NOCU",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","NOCU_TB_3_MG"
"TB",3,"HG","Nothocalais_cuspidate","NOCU",10.8,0,5,0,1,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.37,"0.2784","5/29/22","KB_KVL","","0.2694","0.0421",11.75,"","NOCU_TB_3_HG"
"TB",1,"LG","Oenothera_suffrtescuns","OESU",5.5,15,27,0,1,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.38,"0.0076","5/28/22","KB_KVL","","0.0892","0.0033",0.293,"","OESU_TB_1_LG"
"TB",1,"MG","Oenothera_suffrtescuns","OESU",6,3,41,0,1,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.28,"0.0068","5/28/22","KB_KVL","","0.1051","0.0018",0.308,"","OESU_TB_1_MG"
"TB",1,"HG","Oenothera_suffrtescuns","OESU",5.6,10,28,2,1,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.34,"0.0086","5/28/22","KB_KVL","","0.0502","0.0030",0.341,"","OESU_TB_1_HG"
"TB",2,"LG","Oenothera_suffrtescuns","OESU",5.6,3,20,0,0,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.4,"0.0044","5/28/22","KB_KVL","","0.0386","0.0008",0.188,"","OESU_TB_2_LG"
"TB",2,"MG","Oenothera_suffrtescuns","OESU",7.8,8,19,0,1,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.26,"0.0108","5/28/22","KB_KVL","","0.0832","0.0026",0.426,"","OESU_TB_2_MG"
